year,geography,metric,unit,vector,value,decimals
2014,"Hamilton, Ontario",Youth crime severity index,Index,v53079570,,2
2014,"Hamilton, Ontario",Percent change in youth crime severity index,Percent,v87984897,,2
2014,"Hamilton, Ontario",Youth violent crime severity index,Index,v53079571,,2
2014,"Hamilton, Ontario",Percent change in youth violent crime severity index,Percent,v87984898,,2
2014,"Hamilton, Ontario",Youth non-violent crime severity index,Index,v53079563,,2
2014,"Hamilton, Ontario",Percent change in youth non-violent crime severity index,Percent,v87984899,,2
2014,"Hamilton, Ontario",Weighted clearance rate,Number,v53079564,35.85,2
2014,"Hamilton, Ontario",Percent change in weighted clearance rate,Percent,v53079565,4.0,2
2014,"Hamilton, Ontario",Violent weighted clearance rate,Number,v53079566,55.32,2
2014,"Hamilton, Ontario",Percent change in violent weighted clearance rate,Percent,v53079567,-2.36,2
2014,"Hamilton, Ontario",Non-violent weighted clearance rate,Number,v53079568,27.79,2
2014,"Hamilton, Ontario",Percent change in non-violent weighted clearance rate,Percent,v53079569,9.63,2
2014,"St.Catharines-Niagara, Ontario",Crime severity index,Index,v44312581,50.98,2
2014,"St.Catharines-Niagara, Ontario",Percent change in crime severity index,Percent,v44312582,-10.94,2
2014,"St.Catharines-Niagara, Ontario",Violent crime severity index,Index,v44312583,41.36,2
2014,"St.Catharines-Niagara, Ontario",Percent change in violent crime severity index,Percent,v44312584,-15.4,2
2014,"St.Catharines-Niagara, Ontario",Non-violent crime severity index,Index,v44312585,54.37,2
2014,"St.Catharines-Niagara, Ontario",Percent change in non-violent crime severity index,Percent,v44312586,-9.62,2
2014,"St.Catharines-Niagara, Ontario",Youth crime severity index,Index,v53079579,,2
2014,"St.Catharines-Niagara, Ontario",Percent change in youth crime severity index,Percent,v87984900,,2
2014,"St.Catharines-Niagara, Ontario",Youth violent crime severity index,Index,v53079580,,2
2014,"St.Catharines-Niagara, Ontario",Percent change in youth violent crime severity index,Percent,v87984901,,2
2014,"St.Catharines-Niagara, Ontario",Youth non-violent crime severity index,Index,v53079572,,2
2014,"St.Catharines-Niagara, Ontario",Percent change in youth non-violent crime severity index,Percent,v87984902,,2
2014,"St.Catharines-Niagara, Ontario",Weighted clearance rate,Number,v53079573,37.13,2
2014,"St.Catharines-Niagara, Ontario",Percent change in weighted clearance rate,Percent,v53079574,0.35,2
2014,"St.Catharines-Niagara, Ontario",Violent weighted clearance rate,Number,v53079575,67.43,2
2014,"St.Catharines-Niagara, Ontario",Percent change in violent weighted clearance rate,Percent,v53079576,3.75,2
2014,"St.Catharines-Niagara, Ontario",Non-violent weighted clearance rate,Number,v53079577,28.75,2
2014,"St.Catharines-Niagara, Ontario",Percent change in non-violent weighted clearance rate,Percent,v53079578,0.07,2
2014,"Kitchener-Cambridge-Waterloo, Ontario",Crime severity index,Index,v44312587,55.81,2
2014,"Kitchener-Cambridge-Waterloo, Ontario",Percent change in crime severity index,Percent,v44312588,-3.04,2
2014,"Kitchener-Cambridge-Waterloo, Ontario",Violent crime severity index,Index,v44312589,51.56,2
2014,"Kitchener-Cambridge-Waterloo, Ontario",Percent change in violent crime severity index,Percent,v44312590,-10.86,2
2014,"Kitchener-Cambridge-Waterloo, Ontario",Non-violent crime severity index,Index,v44312591,57.24,2
2014,"Kitchener-Cambridge-Waterloo, Ontario",Percent change in non-violent crime severity index,Percent,v44312592,-0.16,2
2014,"Kitchener-Cambridge-Waterloo, Ontario",Youth crime severity index,Index,v53079588,,2
2014,"Kitchener-Cambridge-Waterloo, Ontario",Percent change in youth crime severity index,Percent,v87984903,,2
2014,"Kitchener-Cambridge-Waterloo, Ontario",Youth violent crime severity index,Index,v53079589,,2
2014,"Kitchener-Cambridge-Waterloo, Ontario",Percent change in youth violent crime severity index,Percent,v87984904,,2
2014,"Kitchener-Cambridge-Waterloo, Ontario",Youth non-violent crime severity index,Index,v53079581,,2
2014,"Kitchener-Cambridge-Waterloo, Ontario",Percent change in youth non-violent crime severity index,Percent,v87984905,,2
2014,"Kitchener-Cambridge-Waterloo, Ontario",Weighted clearance rate,Number,v53079582,39.63,2
2014,"Kitchener-Cambridge-Waterloo, Ontario",Percent change in weighted clearance rate,Percent,v53079583,-1.25,2
2014,"Kitchener-Cambridge-Waterloo, Ontario",Violent weighted clearance rate,Number,v53079584,58.76,2
2014,"Kitchener-Cambridge-Waterloo, Ontario",Percent change in violent weighted clearance rate,Percent,v53079585,-2.59,2
2014,"Kitchener-Cambridge-Waterloo, Ontario",Non-violent weighted clearance rate,Number,v53079586,33.36,2
2014,"Kitchener-Cambridge-Waterloo, Ontario",Percent change in non-violent weighted clearance rate,Percent,v53079587,1.99,2
2014,"Brantford, Ontario",Crime severity index,Index,v52117758,75.28,2
2014,"Brantford, Ontario",Percent change in crime severity index,Percent,v52117759,-10.02,2
2014,"Brantford, Ontario",Violent crime severity index,Index,v52117760,67.49,2
2014,"Brantford, Ontario",Percent change in violent crime severity index,Percent,v52117761,-8.49,2
2014,"Brantford, Ontario",Non-violent crime severity index,Index,v52117762,77.96,2
2014,"Brantford, Ontario",Percent change in non-violent crime severity index,Percent,v52117763,-10.48,2
2014,"Brantford, Ontario",Youth crime severity index,Index,v53079837,,2
2014,"Brantford, Ontario",Percent change in youth crime severity index,Percent,v87984906,,2
2014,"Brantford, Ontario",Youth violent crime severity index,Index,v53079838,,2
2014,"Brantford, Ontario",Percent change in youth violent crime severity index,Percent,v87984907,,2
2014,"Brantford, Ontario",Youth non-violent crime severity index,Index,v53079830,,2
2014,"Brantford, Ontario",Percent change in youth non-violent crime severity index,Percent,v87984908,,2
2014,"Brantford, Ontario",Weighted clearance rate,Number,v53079831,39.78,2
2014,"Brantford, Ontario",Percent change in weighted clearance rate,Percent,v53079832,-0.2,2
2014,"Brantford, Ontario",Violent weighted clearance rate,Number,v53079833,67.74,2
2014,"Brantford, Ontario",Percent change in violent weighted clearance rate,Percent,v53079834,-2.6,2
2014,"Brantford, Ontario",Non-violent weighted clearance rate,Number,v53079835,30.98,2
2014,"Brantford, Ontario",Percent change in non-violent weighted clearance rate,Percent,v53079836,0.88,2
2014,"Guelph, Ontario",Crime severity index,Index,v52117764,48.28,2
2014,"Guelph, Ontario",Percent change in crime severity index,Percent,v52117765,11.76,2
2014,"Guelph, Ontario",Violent crime severity index,Index,v52117766,47.1,2
2014,"Guelph, Ontario",Percent change in violent crime severity index,Percent,v52117767,10.95,2
2014,"Guelph, Ontario",Non-violent crime severity index,Index,v52117768,48.61,2
2014,"Guelph, Ontario",Percent change in non-violent crime severity index,Percent,v52117769,12.06,2
2014,"Guelph, Ontario",Youth crime severity index,Index,v53079846,,2
2014,"Guelph, Ontario",Percent change in youth crime severity index,Percent,v87984909,,2
2014,"Guelph, Ontario",Youth violent crime severity index,Index,v53079847,,2
2014,"Guelph, Ontario",Percent change in youth violent crime severity index,Percent,v87984910,,2
2014,"Guelph, Ontario",Youth non-violent crime severity index,Index,v53079839,,2
2014,"Guelph, Ontario",Percent change in youth non-violent crime severity index,Percent,v87984911,,2
2014,"Guelph, Ontario",Weighted clearance rate,Number,v53079840,47.31,2
2014,"Guelph, Ontario",Percent change in weighted clearance rate,Percent,v53079841,-6.28,2
2014,"Guelph, Ontario",Violent weighted clearance rate,Number,v53079842,76.17,2
2014,"Guelph, Ontario",Percent change in violent weighted clearance rate,Percent,v53079843,-15.64,2
2014,"Guelph, Ontario",Non-violent weighted clearance rate,Number,v53079844,37.14,2
2014,"Guelph, Ontario",Percent change in non-violent weighted clearance rate,Percent,v53079845,2.29,2
2014,"London, Ontario",Crime severity index,Index,v44312593,66.31,2
2014,"London, Ontario",Percent change in crime severity index,Percent,v44312594,-2.27,2
2014,"London, Ontario",Violent crime severity index,Index,v44312595,47.34,2
2014,"London, Ontario",Percent change in violent crime severity index,Percent,v44312596,-18.08,2
2014,"London, Ontario",Non-violent crime severity index,Index,v44312597,73.08,2
2014,"London, Ontario",Percent change in non-violent crime severity index,Percent,v44312598,2.38,2
2014,"London, Ontario",Youth crime severity index,Index,v53079597,,2
2014,"London, Ontario",Percent change in youth crime severity index,Percent,v87984912,,2
2014,"London, Ontario",Youth violent crime severity index,Index,v53079598,,2
2014,"London, Ontario",Percent change in youth violent crime severity index,Percent,v87984913,,2
2014,"London, Ontario",Youth non-violent crime severity index,Index,v53079590,,2
2014,"London, Ontario",Percent change in youth non-violent crime severity index,Percent,v87984914,,2
2014,"London, Ontario",Weighted clearance rate,Number,v53079591,42.93,2
2014,"London, Ontario",Percent change in weighted clearance rate,Percent,v53079592,-8.81,2
2014,"London, Ontario",Violent weighted clearance rate,Number,v53079593,71.99,2
2014,"London, Ontario",Percent change in violent weighted clearance rate,Percent,v53079594,-3.82,2
2014,"London, Ontario",Non-violent weighted clearance rate,Number,v53079595,36.07,2
2014,"London, Ontario",Percent change in non-violent weighted clearance rate,Percent,v53079596,-7.28,2
2014,"Windsor, Ontario",Crime severity index,Index,v44312599,56.85,2
2014,"Windsor, Ontario",Percent change in crime severity index,Percent,v44312600,-6.33,2
2014,"Windsor, Ontario",Violent crime severity index,Index,v44312601,56.55,2
2014,"Windsor, Ontario",Percent change in violent crime severity index,Percent,v44312602,-7.72,2
2014,"Windsor, Ontario",Non-violent crime severity index,Index,v44312603,56.84,2
2014,"Windsor, Ontario",Percent change in non-violent crime severity index,Percent,v44312604,-5.8,2
2014,"Windsor, Ontario",Youth crime severity index,Index,v53079606,,2
2014,"Windsor, Ontario",Percent change in youth crime severity index,Percent,v87984915,,2
2014,"Windsor, Ontario",Youth violent crime severity index,Index,v53079607,,2
2014,"Windsor, Ontario",Percent change in youth violent crime severity index,Percent,v87984916,,2
2014,"Windsor, Ontario",Youth non-violent crime severity index,Index,v53079599,,2
2014,"Windsor, Ontario",Percent change in youth non-violent crime severity index,Percent,v87984917,,2
2014,"Windsor, Ontario",Weighted clearance rate,Number,v53079600,39.87,2
2014,"Windsor, Ontario",Percent change in weighted clearance rate,Percent,v53079601,2.81,2
2014,"Windsor, Ontario",Violent weighted clearance rate,Number,v53079602,68.38,2
2014,"Windsor, Ontario",Percent change in violent weighted clearance rate,Percent,v53079603,12.54,2
2014,"Windsor, Ontario",Non-violent weighted clearance rate,Number,v53079604,29.55,2
2014,"Windsor, Ontario",Percent change in non-violent weighted clearance rate,Percent,v53079605,-3.62,2
2014,"Barrie, Ontario",Crime severity index,Index,v52117770,43.09,2
2014,"Barrie, Ontario",Percent change in crime severity index,Percent,v52117771,1.77,2
2014,"Barrie, Ontario",Violent crime severity index,Index,v52117772,41.88,2
2014,"Barrie, Ontario",Percent change in violent crime severity index,Percent,v52117773,10.76,2
2014,"Barrie, Ontario",Non-violent crime severity index,Index,v52117774,43.43,2
2014,"Barrie, Ontario",Percent change in non-violent crime severity index,Percent,v52117775,-1.07,2
2014,"Barrie, Ontario",Youth crime severity index,Index,v53079855,,2
2014,"Barrie, Ontario",Percent change in youth crime severity index,Percent,v87984918,,2
2014,"Barrie, Ontario",Youth violent crime severity index,Index,v53079856,,2
2014,"Barrie, Ontario",Percent change in youth violent crime severity index,Percent,v87984919,,2
2014,"Barrie, Ontario",Youth non-violent crime severity index,Index,v53079848,,2
2014,"Barrie, Ontario",Percent change in youth non-violent crime severity index,Percent,v87984920,,2
2014,"Barrie, Ontario",Weighted clearance rate,Number,v53079849,43.78,2
2014,"Barrie, Ontario",Percent change in weighted clearance rate,Percent,v53079850,-2.1,2
2014,"Barrie, Ontario",Violent weighted clearance rate,Number,v53079851,74.22,2
2014,"Barrie, Ontario",Percent change in violent weighted clearance rate,Percent,v53079852,1.23,2
2014,"Barrie, Ontario",Non-violent weighted clearance rate,Number,v53079853,33.1,2
2014,"Barrie, Ontario",Percent change in non-violent weighted clearance rate,Percent,v53079854,-7.44,2
2014,"Greater Sudbury, Ontario",Crime severity index,Index,v44312605,61.18,2
2014,"Greater Sudbury, Ontario",Percent change in crime severity index,Percent,v44312606,-8.25,2
2014,"Greater Sudbury, Ontario",Violent crime severity index,Index,v44312607,63.95,2
2014,"Greater Sudbury, Ontario",Percent change in violent crime severity index,Percent,v44312608,-3.0,2
2014,"Greater Sudbury, Ontario",Non-violent crime severity index,Index,v44312609,60.05,2
2014,"Greater Sudbury, Ontario",Percent change in non-violent crime severity index,Percent,v44312610,-10.13,2
2014,"Greater Sudbury, Ontario",Youth crime severity index,Index,v53079615,,2
2014,"Greater Sudbury, Ontario",Percent change in youth crime severity index,Percent,v87984921,,2
2014,"Greater Sudbury, Ontario",Youth violent crime severity index,Index,v53079616,,2
2014,"Greater Sudbury, Ontario",Percent change in youth violent crime severity index,Percent,v87984922,,2
2014,"Greater Sudbury, Ontario",Youth non-violent crime severity index,Index,v53079608,,2
2014,"Greater Sudbury, Ontario",Percent change in youth non-violent crime severity index,Percent,v87984923,,2
2014,"Greater Sudbury, Ontario",Weighted clearance rate,Number,v53079609,42.53,2
2014,"Greater Sudbury, Ontario",Percent change in weighted clearance rate,Percent,v53079610,-8.36,2
2014,"Greater Sudbury, Ontario",Violent weighted clearance rate,Number,v53079611,70.7,2
2014,"Greater Sudbury, Ontario",Percent change in violent weighted clearance rate,Percent,v53079612,-4.38,2
2014,"Greater Sudbury, Ontario",Non-violent weighted clearance rate,Number,v53079613,31.62,2
2014,"Greater Sudbury, Ontario",Percent change in non-violent weighted clearance rate,Percent,v53079614,-13.42,2
2014,"Thunder Bay, Ontario",Crime severity index,Index,v44312611,89.57,2
2014,"Thunder Bay, Ontario",Percent change in crime severity index,Percent,v44312612,10.05,2
2014,"Thunder Bay, Ontario",Violent crime severity index,Index,v44312613,137.81,2
2014,"Thunder Bay, Ontario",Percent change in violent crime severity index,Percent,v44312614,22.22,2
2014,"Thunder Bay, Ontario",Non-violent crime severity index,Index,v44312615,71.83,2
2014,"Thunder Bay, Ontario",Percent change in non-violent crime severity index,Percent,v44312616,2.89,2
2014,"Thunder Bay, Ontario",Youth crime severity index,Index,v53079624,,2
2014,"Thunder Bay, Ontario",Percent change in youth crime severity index,Percent,v87984924,,2
2014,"Thunder Bay, Ontario",Youth violent crime severity index,Index,v53079625,,2
2014,"Thunder Bay, Ontario",Percent change in youth violent crime severity index,Percent,v87984925,,2
2014,"Thunder Bay, Ontario",Youth non-violent crime severity index,Index,v53079617,,2
2014,"Thunder Bay, Ontario",Percent change in youth non-violent crime severity index,Percent,v87984926,,2
2014,"Thunder Bay, Ontario",Weighted clearance rate,Number,v53079618,51.73,2
2014,"Thunder Bay, Ontario",Percent change in weighted clearance rate,Percent,v53079619,18.57,2
2014,"Thunder Bay, Ontario",Violent weighted clearance rate,Number,v53079620,75.88,2
2014,"Thunder Bay, Ontario",Percent change in violent weighted clearance rate,Percent,v53079621,22.82,2
2014,"Thunder Bay, Ontario",Non-violent weighted clearance rate,Number,v53079622,34.87,2
2014,"Thunder Bay, Ontario",Percent change in non-violent weighted clearance rate,Percent,v53079623,5.76,2
2014,Manitoba,Crime severity index,Index,v44312623,96.68,2
2014,Manitoba,Percent change in crime severity index,Percent,v44312624,-3.99,2
2014,Manitoba,Violent crime severity index,Index,v44312625,127.9,2
2014,Manitoba,Percent change in violent crime severity index,Percent,v44312626,-6.65,2
2014,Manitoba,Non-violent crime severity index,Index,v44312627,85.11,2
2014,Manitoba,Percent change in non-violent crime severity index,Percent,v44312628,-2.49,2
2014,Manitoba,Youth crime severity index,Index,v53079644,116.52,2
2014,Manitoba,Percent change in youth crime severity index,Percent,v53079645,-15.2,2
2014,Manitoba,Youth violent crime severity index,Index,v53079646,125.4,2
2014,Manitoba,Percent change in youth violent crime severity index,Percent,v53079927,-24.34,2
2014,Manitoba,Youth non-violent crime severity index,Index,v53079636,109.71,2
2014,Manitoba,Percent change in youth non-violent crime severity index,Percent,v53079637,-6.01,2
2014,Manitoba,Weighted clearance rate,Number,v53079638,47.02,2
2014,Manitoba,Percent change in weighted clearance rate,Percent,v53079639,-1.16,2
2014,Manitoba,Violent weighted clearance rate,Number,v53079640,67.21,2
2014,Manitoba,Percent change in violent weighted clearance rate,Percent,v53079641,-0.19,2
2014,Manitoba,Non-violent weighted clearance rate,Number,v53079642,35.99,2
2014,Manitoba,Percent change in non-violent weighted clearance rate,Percent,v53079643,-0.77,2
2014,"Winnipeg, Manitoba",Crime severity index,Index,v44312629,81.58,2
2014,"Winnipeg, Manitoba",Percent change in crime severity index,Percent,v44312630,-3.03,2
2014,"Winnipeg, Manitoba",Violent crime severity index,Index,v44312631,117.16,2
2014,"Winnipeg, Manitoba",Percent change in violent crime severity index,Percent,v44312632,-3.72,2
2014,"Winnipeg, Manitoba",Non-violent crime severity index,Index,v44312633,68.46,2
2014,"Winnipeg, Manitoba",Percent change in non-violent crime severity index,Percent,v44312634,-2.6,2
2014,"Winnipeg, Manitoba",Youth crime severity index,Index,v53079654,,2
2014,"Winnipeg, Manitoba",Percent change in youth crime severity index,Percent,v87984927,,2
2014,"Winnipeg, Manitoba",Youth violent crime severity index,Index,v53079655,,2
2014,"Winnipeg, Manitoba",Percent change in youth violent crime severity index,Percent,v87984928,,2
2014,"Winnipeg, Manitoba",Youth non-violent crime severity index,Index,v53079647,,2
2014,"Winnipeg, Manitoba",Percent change in youth non-violent crime severity index,Percent,v87984929,,2
2014,"Winnipeg, Manitoba",Weighted clearance rate,Number,v53079648,39.99,2
2014,"Winnipeg, Manitoba",Percent change in weighted clearance rate,Percent,v53079649,2.59,2
2014,"Winnipeg, Manitoba",Violent weighted clearance rate,Number,v53079650,56.17,2
2014,"Winnipeg, Manitoba",Percent change in violent weighted clearance rate,Percent,v53079651,-0.11,2
2014,"Winnipeg, Manitoba",Non-violent weighted clearance rate,Number,v53079652,29.91,2
2014,"Winnipeg, Manitoba",Percent change in non-violent weighted clearance rate,Percent,v53079653,6.37,2
2014,Saskatchewan,Crime severity index,Index,v44312635,125.04,2
2014,Saskatchewan,Percent change in crime severity index,Percent,v44312636,-1.19,2
2014,Saskatchewan,Violent crime severity index,Index,v44312637,124.38,2
2014,Saskatchewan,Percent change in violent crime severity index,Percent,v44312638,1.23,2
2014,Saskatchewan,Non-violent crime severity index,Index,v44312639,125.02,2
2014,Saskatchewan,Percent change in non-violent crime severity index,Percent,v44312640,-2.04,2
2014,Saskatchewan,Youth crime severity index,Index,v53079674,167.9,2
2014,Saskatchewan,Percent change in youth crime severity index,Percent,v53079675,-3.94,2
2014,Saskatchewan,Youth violent crime severity index,Index,v53079676,123.49,2
2014,Saskatchewan,Percent change in youth violent crime severity index,Percent,v53079945,0.7,2
2014,Saskatchewan,Youth non-violent crime severity index,Index,v53079666,198.62,2
2014,Saskatchewan,Percent change in youth non-violent crime severity index,Percent,v53079667,-5.85,2
2014,Saskatchewan,Weighted clearance rate,Number,v53079668,47.46,2
2014,Saskatchewan,Percent change in weighted clearance rate,Percent,v53079669,-3.65,2
2014,Saskatchewan,Violent weighted clearance rate,Number,v53079670,65.23,2
2014,Saskatchewan,Percent change in violent weighted clearance rate,Percent,v53079671,-6.45,2
2014,Saskatchewan,Non-violent weighted clearance rate,Number,v53079672,41.03,2
2014,Saskatchewan,Percent change in non-violent weighted clearance rate,Percent,v53079673,-2.5,2
2014,"Regina, Saskatchewan",Crime severity index,Index,v44312641,103.3,2
2014,"Regina, Saskatchewan",Percent change in crime severity index,Percent,v44312642,-2.66,2
2014,"Regina, Saskatchewan",Violent crime severity index,Index,v44312643,103.63,2
2014,"Regina, Saskatchewan",Percent change in violent crime severity index,Percent,v44312644,-4.25,2
2014,"Regina, Saskatchewan",Non-violent crime severity index,Index,v44312645,102.97,2
2014,"Regina, Saskatchewan",Percent change in non-violent crime severity index,Percent,v44312646,-2.05,2
2014,"Regina, Saskatchewan",Youth crime severity index,Index,v53079684,,2
2014,"Regina, Saskatchewan",Percent change in youth crime severity index,Percent,v87984930,,2
2014,"Regina, Saskatchewan",Youth violent crime severity index,Index,v53079685,,2
2014,"Regina, Saskatchewan",Percent change in youth violent crime severity index,Percent,v87984931,,2
2014,"Regina, Saskatchewan",Youth non-violent crime severity index,Index,v53079677,,2
2014,"Regina, Saskatchewan",Percent change in youth non-violent crime severity index,Percent,v87984932,,2
2014,"Regina, Saskatchewan",Weighted clearance rate,Number,v53079678,40.34,2
2014,"Regina, Saskatchewan",Percent change in weighted clearance rate,Percent,v53079679,-9.96,2
2014,"Regina, Saskatchewan",Violent weighted clearance rate,Number,v53079680,57.82,2
2014,"Regina, Saskatchewan",Percent change in violent weighted clearance rate,Percent,v53079681,-15.17,2
2014,"Regina, Saskatchewan",Non-violent weighted clearance rate,Number,v53079682,33.94,2
2014,"Regina, Saskatchewan",Percent change in non-violent weighted clearance rate,Percent,v53079683,-5.85,2
2014,"Saskatoon, Saskatchewan",Crime severity index,Index,v44312647,111.67,2
2014,"Saskatoon, Saskatchewan",Percent change in crime severity index,Percent,v44312648,10.74,2
2014,"Saskatoon, Saskatchewan",Violent crime severity index,Index,v44312649,124.08,2
2014,"Saskatoon, Saskatchewan",Percent change in violent crime severity index,Percent,v44312650,10.99,2
2014,"Saskatoon, Saskatchewan",Non-violent crime severity index,Index,v44312651,106.92,2
2014,"Saskatoon, Saskatchewan",Percent change in non-violent crime severity index,Percent,v44312652,10.63,2
2014,"Saskatoon, Saskatchewan",Youth crime severity index,Index,v53079693,,2
2014,"Saskatoon, Saskatchewan",Percent change in youth crime severity index,Percent,v87984933,,2
2014,"Saskatoon, Saskatchewan",Youth violent crime severity index,Index,v53079694,,2
2014,"Saskatoon, Saskatchewan",Percent change in youth violent crime severity index,Percent,v87984934,,2
2014,"Saskatoon, Saskatchewan",Youth non-violent crime severity index,Index,v53079686,,2
2014,"Saskatoon, Saskatchewan",Percent change in youth non-violent crime severity index,Percent,v87984935,,2
2014,"Saskatoon, Saskatchewan",Weighted clearance rate,Number,v53079687,36.85,2
2014,"Saskatoon, Saskatchewan",Percent change in weighted clearance rate,Percent,v53079688,-3.05,2
2014,"Saskatoon, Saskatchewan",Violent weighted clearance rate,Number,v53079689,48.99,2
2014,"Saskatoon, Saskatchewan",Percent change in violent weighted clearance rate,Percent,v53079690,4.48,2
2014,"Saskatoon, Saskatchewan",Non-violent weighted clearance rate,Number,v53079691,31.72,2
2014,"Saskatoon, Saskatchewan",Percent change in non-violent weighted clearance rate,Percent,v53079692,-7.44,2
2014,Alberta,Crime severity index,Index,v44312653,87.55,2
2014,Alberta,Percent change in crime severity index,Percent,v44312654,2.63,2
2014,Alberta,Violent crime severity index,Index,v44312655,87.12,2
2014,Alberta,Percent change in violent crime severity index,Percent,v44312656,2.1,2
2014,Alberta,Non-violent crime severity index,Index,v44312657,87.52,2
2014,Alberta,Percent change in non-violent crime severity index,Percent,v44312658,2.81,2
2014,Alberta,Youth crime severity index,Index,v53079704,64.9,2
2014,Alberta,Percent change in youth crime severity index,Percent,v53079705,-7.14,2
2014,Alberta,Youth violent crime severity index,Index,v53079706,63.54,2
2014,Alberta,Percent change in youth violent crime severity index,Percent,v53079928,-4.99,2
2014,Alberta,Youth non-violent crime severity index,Index,v53079696,65.59,2
2014,Alberta,Percent change in youth non-violent crime severity index,Percent,v53079697,-8.55,2
2014,Alberta,Weighted clearance rate,Number,v53079698,41.52,2
2014,Alberta,Percent change in weighted clearance rate,Percent,v53079699,-1.0,2
2014,Alberta,Violent weighted clearance rate,Number,v53079700,63.03,2
2014,Alberta,Percent change in violent weighted clearance rate,Percent,v53079701,0.53,2
2014,Alberta,Non-violent weighted clearance rate,Number,v53079702,33.74,2
2014,Alberta,Percent change in non-violent weighted clearance rate,Percent,v53079703,-1.83,2
2014,"Lethbridge, Alberta",Crime severity index,Index,v1064948755,,2
2014,"Lethbridge, Alberta",Percent change in crime severity index,Percent,v1064948756,,2
2014,"Lethbridge, Alberta",Violent crime severity index,Index,v1064948757,,2
2014,"Lethbridge, Alberta",Percent change in violent crime severity index,Percent,v1064948758,,2
2014,"Lethbridge, Alberta",Non-violent crime severity index,Index,v1064948759,,2
2014,"Lethbridge, Alberta",Percent change in non-violent crime severity index,Percent,v1064948760,,2
2014,"Lethbridge, Alberta",Youth crime severity index,Index,v1064948761,,2
2014,"Lethbridge, Alberta",Percent change in youth crime severity index,Percent,v1064948762,,2
2014,"Lethbridge, Alberta",Youth violent crime severity index,Index,v1064948763,,2
2014,"Lethbridge, Alberta",Percent change in youth violent crime severity index,Percent,v1064948764,,2
2014,"Lethbridge, Alberta",Youth non-violent crime severity index,Index,v1064948765,,2
2014,"Lethbridge, Alberta",Percent change in youth non-violent crime severity index,Percent,v1064948766,,2
2014,"Lethbridge, Alberta",Weighted clearance rate,Number,v1064948767,,2
2014,"Lethbridge, Alberta",Percent change in weighted clearance rate,Percent,v1064948768,,2
2014,"Lethbridge, Alberta",Violent weighted clearance rate,Number,v1064948769,,2
2014,"Lethbridge, Alberta",Percent change in violent weighted clearance rate,Percent,v1064948770,,2
2014,"Lethbridge, Alberta",Non-violent weighted clearance rate,Number,v1064948771,,2
2014,"Lethbridge, Alberta",Percent change in non-violent weighted clearance rate,Percent,v1064948772,,2
2014,"Calgary, Alberta",Crime severity index,Index,v44312659,61.06,2
2014,"Calgary, Alberta",Percent change in crime severity index,Percent,v44312660,-0.36,2
2014,"Calgary, Alberta",Violent crime severity index,Index,v44312661,64.46,2
2014,"Calgary, Alberta",Percent change in violent crime severity index,Percent,v44312662,2.33,2
2014,"Calgary, Alberta",Non-violent crime severity index,Index,v44312663,59.7,2
2014,"Calgary, Alberta",Percent change in non-violent crime severity index,Percent,v44312664,-1.37,2
2014,"Calgary, Alberta",Youth crime severity index,Index,v53079714,,2
2014,"Calgary, Alberta",Percent change in youth crime severity index,Percent,v87984936,,2
2014,"Calgary, Alberta",Youth violent crime severity index,Index,v53079715,,2
2014,"Calgary, Alberta",Percent change in youth violent crime severity index,Percent,v87984937,,2
2014,"Calgary, Alberta",Youth non-violent crime severity index,Index,v53079707,,2
2014,"Calgary, Alberta",Percent change in youth non-violent crime severity index,Percent,v87984938,,2
2014,"Calgary, Alberta",Weighted clearance rate,Number,v53079708,33.58,2
2014,"Calgary, Alberta",Percent change in weighted clearance rate,Percent,v53079709,-2.38,2
2014,"Calgary, Alberta",Violent weighted clearance rate,Number,v53079710,50.56,2
2014,"Calgary, Alberta",Percent change in violent weighted clearance rate,Percent,v53079711,-4.01,2
2014,"Calgary, Alberta",Non-violent weighted clearance rate,Number,v53079712,26.91,2
2014,"Calgary, Alberta",Percent change in non-violent weighted clearance rate,Percent,v53079713,-2.04,2
2014,"Edmonton, Alberta",Crime severity index,Index,v44312665,88.48,2
2014,"Edmonton, Alberta",Percent change in crime severity index,Percent,v44312666,3.05,2
2014,"Edmonton, Alberta",Violent crime severity index,Index,v44312667,94.8,2
2014,"Edmonton, Alberta",Percent change in violent crime severity index,Percent,v44312668,3.56,2
2014,"Edmonton, Alberta",Non-violent crime severity index,Index,v44312669,86.0,2
2014,"Edmonton, Alberta",Percent change in non-violent crime severity index,Percent,v44312670,2.85,2
2014,"Edmonton, Alberta",Youth crime severity index,Index,v53079723,,2
2014,"Edmonton, Alberta",Percent change in youth crime severity index,Percent,v87984939,,2
2014,"Edmonton, Alberta",Youth violent crime severity index,Index,v53079724,,2
2014,"Edmonton, Alberta",Percent change in youth violent crime severity index,Percent,v87984940,,2
2014,"Edmonton, Alberta",Youth non-violent crime severity index,Index,v53079716,,2
2014,"Edmonton, Alberta",Percent change in youth non-violent crime severity index,Percent,v87984941,,2
2014,"Edmonton, Alberta",Weighted clearance rate,Number,v53079717,42.7,2
2014,"Edmonton, Alberta",Percent change in weighted clearance rate,Percent,v53079718,2.37,2
2014,"Edmonton, Alberta",Violent weighted clearance rate,Number,v53079719,58.96,2
2014,"Edmonton, Alberta",Percent change in violent weighted clearance rate,Percent,v53079720,4.22,2
