year,geography,metric,unit,vector,value,decimals
2020,"Guelph, Ontario",Non-violent weighted clearance rate,Number,v53079844,33.15,2
2020,"Guelph, Ontario",Percent change in non-violent weighted clearance rate,Percent,v53079845,-9.65,2
2020,"London, Ontario",Crime severity index,Index,v44312593,73.76,2
2020,"London, Ontario",Percent change in crime severity index,Percent,v44312594,-1.75,2
2020,"London, Ontario",Violent crime severity index,Index,v44312595,67.86,2
2020,"London, Ontario",Percent change in violent crime severity index,Percent,v44312596,5.95,2
2020,"London, Ontario",Non-violent crime severity index,Index,v44312597,75.71,2
2020,"London, Ontario",Percent change in non-violent crime severity index,Percent,v44312598,-3.99,2
2020,"London, Ontario",Youth crime severity index,Index,v53079597,,2
2020,"London, Ontario",Percent change in youth crime severity index,Percent,v87984912,,2
2020,"London, Ontario",Youth violent crime severity index,Index,v53079598,,2
2020,"London, Ontario",Percent change in youth violent crime severity index,Percent,v87984913,,2
2020,"London, Ontario",Youth non-violent crime severity index,Index,v53079590,,2
2020,"London, Ontario",Percent change in youth non-violent crime severity index,Percent,v87984914,,2
2020,"London, Ontario",Weighted clearance rate,Number,v53079591,32.34,2
2020,"London, Ontario",Percent change in weighted clearance rate,Percent,v53079592,-8.36,2
2020,"London, Ontario",Violent weighted clearance rate,Number,v53079593,60.64,2
2020,"London, Ontario",Percent change in violent weighted clearance rate,Percent,v53079594,-10.65,2
2020,"London, Ontario",Non-violent weighted clearance rate,Number,v53079595,23.21,2
2020,"London, Ontario",Percent change in non-violent weighted clearance rate,Percent,v53079596,-9.93,2
2020,"Windsor, Ontario",Crime severity index,Index,v44312599,68.94,2
2020,"Windsor, Ontario",Percent change in crime severity index,Percent,v44312600,-15.0,2
2020,"Windsor, Ontario",Violent crime severity index,Index,v44312601,68.53,2
2020,"Windsor, Ontario",Percent change in violent crime severity index,Percent,v44312602,-2.35,2
2020,"Windsor, Ontario",Non-violent crime severity index,Index,v44312603,68.92,2
2020,"Windsor, Ontario",Percent change in non-violent crime severity index,Percent,v44312604,-18.77,2
2020,"Windsor, Ontario",Youth crime severity index,Index,v53079606,,2
2020,"Windsor, Ontario",Percent change in youth crime severity index,Percent,v87984915,,2
2020,"Windsor, Ontario",Youth violent crime severity index,Index,v53079607,,2
2020,"Windsor, Ontario",Percent change in youth violent crime severity index,Percent,v87984916,,2
2020,"Windsor, Ontario",Youth non-violent crime severity index,Index,v53079599,,2
2020,"Windsor, Ontario",Percent change in youth non-violent crime severity index,Percent,v87984917,,2
2020,"Windsor, Ontario",Weighted clearance rate,Number,v53079600,35.74,2
2020,"Windsor, Ontario",Percent change in weighted clearance rate,Percent,v53079601,0.93,2
2020,"Windsor, Ontario",Violent weighted clearance rate,Number,v53079602,73.02,2
2020,"Windsor, Ontario",Percent change in violent weighted clearance rate,Percent,v53079603,-0.57,2
2020,"Windsor, Ontario",Non-violent weighted clearance rate,Number,v53079604,22.4,2
2020,"Windsor, Ontario",Percent change in non-violent weighted clearance rate,Percent,v53079605,-7.05,2
2020,"Barrie, Ontario",Crime severity index,Index,v52117770,44.86,2
2020,"Barrie, Ontario",Percent change in crime severity index,Percent,v52117771,-15.29,2
2020,"Barrie, Ontario",Violent crime severity index,Index,v52117772,49.95,2
2020,"Barrie, Ontario",Percent change in violent crime severity index,Percent,v52117773,-19.64,2
2020,"Barrie, Ontario",Non-violent crime severity index,Index,v52117774,42.92,2
2020,"Barrie, Ontario",Percent change in non-violent crime severity index,Percent,v52117775,-13.33,2
2020,"Barrie, Ontario",Youth crime severity index,Index,v53079855,,2
2020,"Barrie, Ontario",Percent change in youth crime severity index,Percent,v87984918,,2
2020,"Barrie, Ontario",Youth violent crime severity index,Index,v53079856,,2
2020,"Barrie, Ontario",Percent change in youth violent crime severity index,Percent,v87984919,,2
2020,"Barrie, Ontario",Youth non-violent crime severity index,Index,v53079848,,2
2020,"Barrie, Ontario",Percent change in youth non-violent crime severity index,Percent,v87984920,,2
2020,"Barrie, Ontario",Weighted clearance rate,Number,v53079849,52.46,2
2020,"Barrie, Ontario",Percent change in weighted clearance rate,Percent,v53079850,-2.15,2
2020,"Barrie, Ontario",Violent weighted clearance rate,Number,v53079851,74.2,2
2020,"Barrie, Ontario",Percent change in violent weighted clearance rate,Percent,v53079852,-1.01,2
2020,"Barrie, Ontario",Non-violent weighted clearance rate,Number,v53079853,43.37,2
2020,"Barrie, Ontario",Percent change in non-violent weighted clearance rate,Percent,v53079854,-1.36,2
2020,"Greater Sudbury, Ontario",Crime severity index,Index,v44312605,86.66,2
2020,"Greater Sudbury, Ontario",Percent change in crime severity index,Percent,v44312606,6.53,2
2020,"Greater Sudbury, Ontario",Violent crime severity index,Index,v44312607,110.53,2
2020,"Greater Sudbury, Ontario",Percent change in violent crime severity index,Percent,v44312608,17.51,2
2020,"Greater Sudbury, Ontario",Non-violent crime severity index,Index,v44312609,77.87,2
2020,"Greater Sudbury, Ontario",Percent change in non-violent crime severity index,Percent,v44312610,1.67,2
2020,"Greater Sudbury, Ontario",Youth crime severity index,Index,v53079615,,2
2020,"Greater Sudbury, Ontario",Percent change in youth crime severity index,Percent,v87984921,,2
2020,"Greater Sudbury, Ontario",Youth violent crime severity index,Index,v53079616,,2
2020,"Greater Sudbury, Ontario",Percent change in youth violent crime severity index,Percent,v87984922,,2
2020,"Greater Sudbury, Ontario",Youth non-violent crime severity index,Index,v53079608,,2
2020,"Greater Sudbury, Ontario",Percent change in youth non-violent crime severity index,Percent,v87984923,,2
2020,"Greater Sudbury, Ontario",Weighted clearance rate,Number,v53079609,39.98,2
2020,"Greater Sudbury, Ontario",Percent change in weighted clearance rate,Percent,v53079610,-3.29,2
2020,"Greater Sudbury, Ontario",Violent weighted clearance rate,Number,v53079611,72.17,2
2020,"Greater Sudbury, Ontario",Percent change in violent weighted clearance rate,Percent,v53079612,4.88,2
2020,"Greater Sudbury, Ontario",Non-violent weighted clearance rate,Number,v53079613,23.54,2
2020,"Greater Sudbury, Ontario",Percent change in non-violent weighted clearance rate,Percent,v53079614,-19.41,2
2020,"Thunder Bay, Ontario",Crime severity index,Index,v44312611,93.46,2
2020,"Thunder Bay, Ontario",Percent change in crime severity index,Percent,v44312612,-7.15,2
2020,"Thunder Bay, Ontario",Violent crime severity index,Index,v44312613,154.13,2
2020,"Thunder Bay, Ontario",Percent change in violent crime severity index,Percent,v44312614,5.84,2
2020,"Thunder Bay, Ontario",Non-violent crime severity index,Index,v44312615,71.42,2
2020,"Thunder Bay, Ontario",Percent change in non-violent crime severity index,Percent,v44312616,-15.23,2
2020,"Thunder Bay, Ontario",Youth crime severity index,Index,v53079624,,2
2020,"Thunder Bay, Ontario",Percent change in youth crime severity index,Percent,v87984924,,2
2020,"Thunder Bay, Ontario",Youth violent crime severity index,Index,v53079625,,2
2020,"Thunder Bay, Ontario",Percent change in youth violent crime severity index,Percent,v87984925,,2
2020,"Thunder Bay, Ontario",Youth non-violent crime severity index,Index,v53079617,,2
2020,"Thunder Bay, Ontario",Percent change in youth non-violent crime severity index,Percent,v87984926,,2
2020,"Thunder Bay, Ontario",Weighted clearance rate,Number,v53079618,56.19,2
2020,"Thunder Bay, Ontario",Percent change in weighted clearance rate,Percent,v53079619,22.31,2
2020,"Thunder Bay, Ontario",Violent weighted clearance rate,Number,v53079620,71.47,2
2020,"Thunder Bay, Ontario",Percent change in violent weighted clearance rate,Percent,v53079621,6.61,2
2020,"Thunder Bay, Ontario",Non-violent weighted clearance rate,Number,v53079622,44.34,2
2020,"Thunder Bay, Ontario",Percent change in non-violent weighted clearance rate,Percent,v53079623,35.14,2
2020,Manitoba,Crime severity index,Index,v44312623,125.89,2
2020,Manitoba,Percent change in crime severity index,Percent,v44312624,-9.85,2
2020,Manitoba,Violent crime severity index,Index,v44312625,171.06,2
2020,Manitoba,Percent change in violent crime severity index,Percent,v44312626,-9.85,2
2020,Manitoba,Non-violent crime severity index,Index,v44312627,109.34,2
2020,Manitoba,Percent change in non-violent crime severity index,Percent,v44312628,-9.86,2
2020,Manitoba,Youth crime severity index,Index,v53079644,83.42,2
2020,Manitoba,Percent change in youth crime severity index,Percent,v53079645,-21.32,2
2020,Manitoba,Youth violent crime severity index,Index,v53079646,128.84,2
2020,Manitoba,Percent change in youth violent crime severity index,Percent,v53079927,-18.73,2
2020,Manitoba,Youth non-violent crime severity index,Index,v53079636,51.67,2
2020,Manitoba,Percent change in youth non-violent crime severity index,Percent,v53079637,-25.34,2
2020,Manitoba,Weighted clearance rate,Number,v53079638,41.43,2
2020,Manitoba,Percent change in weighted clearance rate,Percent,v53079639,5.23,2
2020,Manitoba,Violent weighted clearance rate,Number,v53079640,59.75,2
2020,Manitoba,Percent change in violent weighted clearance rate,Percent,v53079641,1.63,2
2020,Manitoba,Non-violent weighted clearance rate,Number,v53079642,31.12,2
2020,Manitoba,Percent change in non-violent weighted clearance rate,Percent,v53079643,9.42,2
2020,"Winnipeg, Manitoba",Crime severity index,Index,v44312629,116.67,2
2020,"Winnipeg, Manitoba",Percent change in crime severity index,Percent,v44312630,-11.69,2
2020,"Winnipeg, Manitoba",Violent crime severity index,Index,v44312631,155.34,2
2020,"Winnipeg, Manitoba",Percent change in violent crime severity index,Percent,v44312632,-11.2,2
2020,"Winnipeg, Manitoba",Non-violent crime severity index,Index,v44312633,102.49,2
2020,"Winnipeg, Manitoba",Percent change in non-violent crime severity index,Percent,v44312634,-11.95,2
2020,"Winnipeg, Manitoba",Youth crime severity index,Index,v53079654,,2
2020,"Winnipeg, Manitoba",Percent change in youth crime severity index,Percent,v87984927,,2
2020,"Winnipeg, Manitoba",Youth violent crime severity index,Index,v53079655,,2
2020,"Winnipeg, Manitoba",Percent change in youth violent crime severity index,Percent,v87984928,,2
2020,"Winnipeg, Manitoba",Youth non-violent crime severity index,Index,v53079647,,2
2020,"Winnipeg, Manitoba",Percent change in youth non-violent crime severity index,Percent,v87984929,,2
2020,"Winnipeg, Manitoba",Weighted clearance rate,Number,v53079648,34.91,2
2020,"Winnipeg, Manitoba",Percent change in weighted clearance rate,Percent,v53079649,7.05,2
2020,"Winnipeg, Manitoba",Violent weighted clearance rate,Number,v53079650,51.09,2
2020,"Winnipeg, Manitoba",Percent change in violent weighted clearance rate,Percent,v53079651,2.16,2
2020,"Winnipeg, Manitoba",Non-violent weighted clearance rate,Number,v53079652,26.09,2
2020,"Winnipeg, Manitoba",Percent change in non-violent weighted clearance rate,Percent,v53079653,12.41,2
2020,Saskatchewan,Crime severity index,Index,v44312635,144.06,2
2020,Saskatchewan,Percent change in crime severity index,Percent,v44312636,-4.39,2
2020,Saskatchewan,Violent crime severity index,Index,v44312637,181.11,2
2020,Saskatchewan,Percent change in violent crime severity index,Percent,v44312638,3.57,2
2020,Saskatchewan,Non-violent crime severity index,Index,v44312639,130.39,2
2020,Saskatchewan,Percent change in non-violent crime severity index,Percent,v44312640,-7.93,2
2020,Saskatchewan,Youth crime severity index,Index,v53079674,94.78,2
2020,Saskatchewan,Percent change in youth crime severity index,Percent,v53079675,-16.42,2
2020,Saskatchewan,Youth violent crime severity index,Index,v53079676,131.31,2
2020,Saskatchewan,Percent change in youth violent crime severity index,Percent,v53079945,-4.33,2
2020,Saskatchewan,Youth non-violent crime severity index,Index,v53079666,68.98,2
2020,Saskatchewan,Percent change in youth non-violent crime severity index,Percent,v53079667,-28.21,2
2020,Saskatchewan,Weighted clearance rate,Number,v53079668,42.15,2
2020,Saskatchewan,Percent change in weighted clearance rate,Percent,v53079669,3.03,2
2020,Saskatchewan,Violent weighted clearance rate,Number,v53079670,58.01,2
2020,Saskatchewan,Percent change in violent weighted clearance rate,Percent,v53079671,-2.7,2
2020,Saskatchewan,Non-violent weighted clearance rate,Number,v53079672,34.23,2
2020,Saskatchewan,Percent change in non-violent weighted clearance rate,Percent,v53079673,5.0,2
2020,"Regina, Saskatchewan",Crime severity index,Index,v44312641,106.96,2
2020,"Regina, Saskatchewan",Percent change in crime severity index,Percent,v44312642,-19.64,2
2020,"Regina, Saskatchewan",Violent crime severity index,Index,v44312643,130.4,2
2020,"Regina, Saskatchewan",Percent change in violent crime severity index,Percent,v44312644,-4.11,2
2020,"Regina, Saskatchewan",Non-violent crime severity index,Index,v44312645,98.27,2
2020,"Regina, Saskatchewan",Percent change in non-violent crime severity index,Percent,v44312646,-25.41,2
2020,"Regina, Saskatchewan",Youth crime severity index,Index,v53079684,,2
2020,"Regina, Saskatchewan",Percent change in youth crime severity index,Percent,v87984930,,2
2020,"Regina, Saskatchewan",Youth violent crime severity index,Index,v53079685,,2
2020,"Regina, Saskatchewan",Percent change in youth violent crime severity index,Percent,v87984931,,2
2020,"Regina, Saskatchewan",Youth non-violent crime severity index,Index,v53079677,,2
2020,"Regina, Saskatchewan",Percent change in youth non-violent crime severity index,Percent,v87984932,,2
2020,"Regina, Saskatchewan",Weighted clearance rate,Number,v53079678,42.82,2
2020,"Regina, Saskatchewan",Percent change in weighted clearance rate,Percent,v53079679,9.15,2
2020,"Regina, Saskatchewan",Violent weighted clearance rate,Number,v53079680,61.89,2
2020,"Regina, Saskatchewan",Percent change in violent weighted clearance rate,Percent,v53079681,2.15,2
2020,"Regina, Saskatchewan",Non-violent weighted clearance rate,Number,v53079682,33.71,2
2020,"Regina, Saskatchewan",Percent change in non-violent weighted clearance rate,Percent,v53079683,7.7,2
2020,"Saskatoon, Saskatchewan",Crime severity index,Index,v44312647,108.25,2
2020,"Saskatoon, Saskatchewan",Percent change in crime severity index,Percent,v44312648,-9.77,2
2020,"Saskatoon, Saskatchewan",Violent crime severity index,Index,v44312649,123.38,2
2020,"Saskatoon, Saskatchewan",Percent change in violent crime severity index,Percent,v44312650,-11.42,2
2020,"Saskatoon, Saskatchewan",Non-violent crime severity index,Index,v44312651,102.55,2
2020,"Saskatoon, Saskatchewan",Percent change in non-violent crime severity index,Percent,v44312652,-9.04,2
2020,"Saskatoon, Saskatchewan",Youth crime severity index,Index,v53079693,,2
2020,"Saskatoon, Saskatchewan",Percent change in youth crime severity index,Percent,v87984933,,2
2020,"Saskatoon, Saskatchewan",Youth violent crime severity index,Index,v53079694,,2
2020,"Saskatoon, Saskatchewan",Percent change in youth violent crime severity index,Percent,v87984934,,2
2020,"Saskatoon, Saskatchewan",Youth non-violent crime severity index,Index,v53079686,,2
2020,"Saskatoon, Saskatchewan",Percent change in youth non-violent crime severity index,Percent,v87984935,,2
2020,"Saskatoon, Saskatchewan",Weighted clearance rate,Number,v53079687,36.15,2
2020,"Saskatoon, Saskatchewan",Percent change in weighted clearance rate,Percent,v53079688,1.43,2
2020,"Saskatoon, Saskatchewan",Violent weighted clearance rate,Number,v53079689,47.92,2
2020,"Saskatoon, Saskatchewan",Percent change in violent weighted clearance rate,Percent,v53079690,-2.3,2
2020,"Saskatoon, Saskatchewan",Non-violent weighted clearance rate,Number,v53079691,31.05,2
2020,"Saskatoon, Saskatchewan",Percent change in non-violent weighted clearance rate,Percent,v53079692,4.62,2
2020,Alberta,Crime severity index,Index,v44312653,109.01,2
2020,Alberta,Percent change in crime severity index,Percent,v44312654,-9.41,2
2020,Alberta,Violent crime severity index,Index,v44312655,110.03,2
2020,Alberta,Percent change in violent crime severity index,Percent,v44312656,1.54,2
2020,Alberta,Non-violent crime severity index,Index,v44312657,108.39,2
2020,Alberta,Percent change in non-violent crime severity index,Percent,v44312658,-12.85,2
2020,Alberta,Youth crime severity index,Index,v53079704,37.97,2
2020,Alberta,Percent change in youth crime severity index,Percent,v53079705,-28.63,2
2020,Alberta,Youth violent crime severity index,Index,v53079706,59.21,2
2020,Alberta,Percent change in youth violent crime severity index,Percent,v53079928,-18.06,2
2020,Alberta,Youth non-violent crime severity index,Index,v53079696,23.14,2
2020,Alberta,Percent change in youth non-violent crime severity index,Percent,v53079697,-41.71,2
2020,Alberta,Weighted clearance rate,Number,v53079698,34.37,2
2020,Alberta,Percent change in weighted clearance rate,Percent,v53079699,3.21,2
2020,Alberta,Violent weighted clearance rate,Number,v53079700,54.64,2
2020,Alberta,Percent change in violent weighted clearance rate,Percent,v53079701,3.92,2
2020,Alberta,Non-violent weighted clearance rate,Number,v53079702,26.97,2
2020,Alberta,Percent change in non-violent weighted clearance rate,Percent,v53079703,-1.03,2
2020,"Lethbridge, Alberta",Crime severity index,Index,v1064948755,139.53,2
2020,"Lethbridge, Alberta",Percent change in crime severity index,Percent,v1064948756,-2.05,2
2020,"Lethbridge, Alberta",Violent crime severity index,Index,v1064948757,112.07,2
2020,"Lethbridge, Alberta",Percent change in violent crime severity index,Percent,v1064948758,8.8,2
2020,"Lethbridge, Alberta",Non-violent crime severity index,Index,v1064948759,149.08,2
2020,"Lethbridge, Alberta",Percent change in non-violent crime severity index,Percent,v1064948760,-4.62,2
2020,"Lethbridge, Alberta",Youth crime severity index,Index,v1064948761,,2
2020,"Lethbridge, Alberta",Percent change in youth crime severity index,Percent,v1064948762,,2
2020,"Lethbridge, Alberta",Youth violent crime severity index,Index,v1064948763,,2
2020,"Lethbridge, Alberta",Percent change in youth violent crime severity index,Percent,v1064948764,,2
2020,"Lethbridge, Alberta",Youth non-violent crime severity index,Index,v1064948765,,2
2020,"Lethbridge, Alberta",Percent change in youth non-violent crime severity index,Percent,v1064948766,,2
2020,"Lethbridge, Alberta",Weighted clearance rate,Number,v1064948767,38.17,2
2020,"Lethbridge, Alberta",Percent change in weighted clearance rate,Percent,v1064948768,-0.55,2
2020,"Lethbridge, Alberta",Violent weighted clearance rate,Number,v1064948769,62.97,2
2020,"Lethbridge, Alberta",Percent change in violent weighted clearance rate,Percent,v1064948770,12.89,2
2020,"Lethbridge, Alberta",Non-violent weighted clearance rate,Number,v1064948771,31.46,2
2020,"Lethbridge, Alberta",Percent change in non-violent weighted clearance rate,Percent,v1064948772,-8.15,2
2020,"Calgary, Alberta",Crime severity index,Index,v44312659,79.96,2
2020,"Calgary, Alberta",Percent change in crime severity index,Percent,v44312660,-15.02,2
2020,"Calgary, Alberta",Violent crime severity index,Index,v44312661,79.64,2
2020,"Calgary, Alberta",Percent change in violent crime severity index,Percent,v44312662,-7.16,2
2020,"Calgary, Alberta",Non-violent crime severity index,Index,v44312663,79.88,2
2020,"Calgary, Alberta",Percent change in non-violent crime severity index,Percent,v44312664,-17.52,2
2020,"Calgary, Alberta",Youth crime severity index,Index,v53079714,,2
2020,"Calgary, Alberta",Percent change in youth crime severity index,Percent,v87984936,,2
2020,"Calgary, Alberta",Youth violent crime severity index,Index,v53079715,,2
2020,"Calgary, Alberta",Percent change in youth violent crime severity index,Percent,v87984937,,2
2020,"Calgary, Alberta",Youth non-violent crime severity index,Index,v53079707,,2
2020,"Calgary, Alberta",Percent change in youth non-violent crime severity index,Percent,v87984938,,2
2020,"Calgary, Alberta",Weighted clearance rate,Number,v53079708,28.7,2
2020,"Calgary, Alberta",Percent change in weighted clearance rate,Percent,v53079709,5.51,2
2020,"Calgary, Alberta",Violent weighted clearance rate,Number,v53079710,47.24,2
2020,"Calgary, Alberta",Percent change in violent weighted clearance rate,Percent,v53079711,8.35,2
2020,"Calgary, Alberta",Non-violent weighted clearance rate,Number,v53079712,22.06,2
2020,"Calgary, Alberta",Percent change in non-violent weighted clearance rate,Percent,v53079713,0.41,2
2020,"Red Deer, Alberta",Crime severity index,Index,v1593151892,,2
2020,"Red Deer, Alberta",Percent change in crime severity index,Percent,v1593151902,,2
2020,"Red Deer, Alberta",Violent crime severity index,Index,v1593151903,,2
2020,"Red Deer, Alberta",Percent change in violent crime severity index,Percent,v1593151904,,2
2020,"Red Deer, Alberta",Non-violent crime severity index,Index,v1593151905,,2
2020,"Red Deer, Alberta",Percent change in non-violent crime severity index,Percent,v1593151906,,2
2020,"Red Deer, Alberta",Youth crime severity index,Index,v1593151907,,2
2020,"Red Deer, Alberta",Percent change in youth crime severity index,Percent,v1593151908,,2
2020,"Red Deer, Alberta",Youth violent crime severity index,Index,v1593151909,,2
2020,"Red Deer, Alberta",Percent change in youth violent crime severity index,Percent,v1593151893,,2
2020,"Red Deer, Alberta",Youth non-violent crime severity index,Index,v1593151894,,2
2020,"Red Deer, Alberta",Percent change in youth non-violent crime severity index,Percent,v1593151895,,2
2020,"Red Deer, Alberta",Weighted clearance rate,Number,v1593151896,,2
2020,"Red Deer, Alberta",Percent change in weighted clearance rate,Percent,v1593151897,,2
2020,"Red Deer, Alberta",Violent weighted clearance rate,Number,v1593151898,,2
2020,"Red Deer, Alberta",Percent change in violent weighted clearance rate,Percent,v1593151899,,2
2020,"Red Deer, Alberta",Non-violent weighted clearance rate,Number,v1593151900,,2
2020,"Red Deer, Alberta",Percent change in non-violent weighted clearance rate,Percent,v1593151901,,2
2020,"Edmonton, Alberta",Crime severity index,Index,v44312665,105.68,2
2020,"Edmonton, Alberta",Percent change in crime severity index,Percent,v44312666,-8.8,2
2020,"Edmonton, Alberta",Violent crime severity index,Index,v44312667,112.24,2
2020,"Edmonton, Alberta",Percent change in violent crime severity index,Percent,v44312668,1.58,2
2020,"Edmonton, Alberta",Non-violent crime severity index,Index,v44312669,103.07,2
2020,"Edmonton, Alberta",Percent change in non-violent crime severity index,Percent,v44312670,-12.32,2
2020,"Edmonton, Alberta",Youth crime severity index,Index,v53079723,,2
2020,"Edmonton, Alberta",Percent change in youth crime severity index,Percent,v87984939,,2
2020,"Edmonton, Alberta",Youth violent crime severity index,Index,v53079724,,2
2020,"Edmonton, Alberta",Percent change in youth violent crime severity index,Percent,v87984940,,2
2020,"Edmonton, Alberta",Youth non-violent crime severity index,Index,v53079716,,2
2020,"Edmonton, Alberta",Percent change in youth non-violent crime severity index,Percent,v87984941,,2
2020,"Edmonton, Alberta",Weighted clearance rate,Number,v53079717,35.38,2
2020,"Edmonton, Alberta",Percent change in weighted clearance rate,Percent,v53079718,0.26,2
2020,"Edmonton, Alberta",Violent weighted clearance rate,Number,v53079719,52.44,2
2020,"Edmonton, Alberta",Percent change in violent weighted clearance rate,Percent,v53079720,3.6,2
2020,"Edmonton, Alberta",Non-violent weighted clearance rate,Number,v53079721,28.7,2
2020,"Edmonton, Alberta",Percent change in non-violent weighted clearance rate,Percent,v53079722,-4.68,2
2020,British Columbia,Crime severity index,Index,v44312671,97.02,2
2020,British Columbia,Percent change in crime severity index,Percent,v44312672,-6.67,2
2020,British Columbia,Violent crime severity index,Index,v44312673,90.91,2
2020,British Columbia,Percent change in violent crime severity index,Percent,v44312674,-0.59,2
2020,British Columbia,Non-violent crime severity index,Index,v44312675,98.99,2
2020,British Columbia,Percent change in non-violent crime severity index,Percent,v44312676,-8.51,2
2020,British Columbia,Youth crime severity index,Index,v53079734,28.86,2
2020,British Columbia,Percent change in youth crime severity index,Percent,v53079735,-25.0,2
2020,British Columbia,Youth violent crime severity index,Index,v53079736,39.57,2
2020,British Columbia,Percent change in youth violent crime severity index,Percent,v53079929,-20.92,2
2020,British Columbia,Youth non-violent crime severity index,Index,v53079726,21.28,2
2020,British Columbia,Percent change in youth non-violent crime severity index,Percent,v53079727,-29.63,2
2020,British Columbia,Weighted clearance rate,Number,v53079728,25.89,2
2020,British Columbia,Percent change in weighted clearance rate,Percent,v53079729,-0.31,2
2020,British Columbia,Violent weighted clearance rate,Number,v53079730,44.71,2
2020,British Columbia,Percent change in violent weighted clearance rate,Percent,v53079731,-1.91,2
2020,British Columbia,Non-violent weighted clearance rate,Number,v53079732,19.67,2
2020,British Columbia,Percent change in non-violent weighted clearance rate,Percent,v53079733,-1.7,2
2020,"Kelowna, British Columbia",Crime severity index,Index,v52117776,114.14,2
2020,"Kelowna, British Columbia",Percent change in crime severity index,Percent,v52117777,-5.02,2
2020,"Kelowna, British Columbia",Violent crime severity index,Index,v52117778,95.76,2
2020,"Kelowna, British Columbia",Percent change in violent crime severity index,Percent,v52117779,16.1,2
2020,"Kelowna, British Columbia",Non-violent crime severity index,Index,v52117780,120.49,2
2020,"Kelowna, British Columbia",Percent change in non-violent crime severity index,Percent,v52117781,-9.71,2
2020,"Kelowna, British Columbia",Youth crime severity index,Index,v53079864,,2
2020,"Kelowna, British Columbia",Percent change in youth crime severity index,Percent,v87984942,,2
2020,"Kelowna, British Columbia",Youth violent crime severity index,Index,v53079865,,2
2020,"Kelowna, British Columbia",Percent change in youth violent crime severity index,Percent,v87984943,,2
2020,"Kelowna, British Columbia",Youth non-violent crime severity index,Index,v53079857,,2
2020,"Kelowna, British Columbia",Percent change in youth non-violent crime severity index,Percent,v87984944,,2
2020,"Kelowna, British Columbia",Weighted clearance rate,Number,v53079858,25.8,2
2020,"Kelowna, British Columbia",Percent change in weighted clearance rate,Percent,v53079859,-1.3,2
2020,"Kelowna, British Columbia",Violent weighted clearance rate,Number,v53079860,37.08,2
2020,"Kelowna, British Columbia",Percent change in violent weighted clearance rate,Percent,v53079861,-15.82,2
2020,"Kelowna, British Columbia",Non-violent weighted clearance rate,Number,v53079862,22.57,2
2020,"Kelowna, British Columbia",Percent change in non-violent weighted clearance rate,Percent,v53079863,1.9,2
2020,"Kamloops, British Columbia",Crime severity index,Index,v1593151910,,2
2020,"Kamloops, British Columbia",Percent change in crime severity index,Percent,v1593151920,,2
2020,"Kamloops, British Columbia",Violent crime severity index,Index,v1593151921,,2
2020,"Kamloops, British Columbia",Percent change in violent crime severity index,Percent,v1593151922,,2
2020,"Kamloops, British Columbia",Non-violent crime severity index,Index,v1593151923,,2
2020,"Kamloops, British Columbia",Percent change in non-violent crime severity index,Percent,v1593151924,,2
2020,"Kamloops, British Columbia",Youth crime severity index,Index,v1593151925,,2
2020,"Kamloops, British Columbia",Percent change in youth crime severity index,Percent,v1593151926,,2
2020,"Kamloops, British Columbia",Youth violent crime severity index,Index,v1593151927,,2
2020,"Kamloops, British Columbia",Percent change in youth violent crime severity index,Percent,v1593151911,,2
2020,"Kamloops, British Columbia",Youth non-violent crime severity index,Index,v1593151912,,2
2020,"Kamloops, British Columbia",Percent change in youth non-violent crime severity index,Percent,v1593151913,,2
2020,"Kamloops, British Columbia",Weighted clearance rate,Number,v1593151914,,2
2020,"Kamloops, British Columbia",Percent change in weighted clearance rate,Percent,v1593151915,,2
2020,"Kamloops, British Columbia",Violent weighted clearance rate,Number,v1593151916,,2
2020,"Kamloops, British Columbia",Percent change in violent weighted clearance rate,Percent,v1593151917,,2
2020,"Kamloops, British Columbia",Non-violent weighted clearance rate,Number,v1593151918,,2
2020,"Kamloops, British Columbia",Percent change in non-violent weighted clearance rate,Percent,v1593151919,,2
2020,"Chilliwack, British Columbia",Crime severity index,Index,v1593151928,,2
2020,"Chilliwack, British Columbia",Percent change in crime severity index,Percent,v1593151938,,2
2020,"Chilliwack, British Columbia",Violent crime severity index,Index,v1593151939,,2
2020,"Chilliwack, British Columbia",Percent change in violent crime severity index,Percent,v1593151940,,2
2020,"Chilliwack, British Columbia",Non-violent crime severity index,Index,v1593151941,,2
2020,"Chilliwack, British Columbia",Percent change in non-violent crime severity index,Percent,v1593151942,,2
2020,"Chilliwack, British Columbia",Youth crime severity index,Index,v1593151943,,2
2020,"Chilliwack, British Columbia",Percent change in youth crime severity index,Percent,v1593151944,,2
2020,"Chilliwack, British Columbia",Youth violent crime severity index,Index,v1593151945,,2
2020,"Chilliwack, British Columbia",Percent change in youth violent crime severity index,Percent,v1593151929,,2
2020,"Chilliwack, British Columbia",Youth non-violent crime severity index,Index,v1593151930,,2
2020,"Chilliwack, British Columbia",Percent change in youth non-violent crime severity index,Percent,v1593151931,,2
2020,"Chilliwack, British Columbia",Weighted clearance rate,Number,v1593151932,,2
2020,"Chilliwack, British Columbia",Percent change in weighted clearance rate,Percent,v1593151933,,2
2020,"Chilliwack, British Columbia",Violent weighted clearance rate,Number,v1593151934,,2
2020,"Chilliwack, British Columbia",Percent change in violent weighted clearance rate,Percent,v1593151935,,2
